,datetime,r_sen_2,avg_sen_2,std_sen_2,last_water,dow
314,2020-08-14 19:19:59,0,0.0,0.0,7 days 05:39:28,4
315,2020-08-14 19:29:59,0,0.0,0.0,7 days 05:49:28,4
316,2020-08-14 19:39:59,0,0.0,0.0,7 days 05:59:28,4
317,2020-08-14 19:49:59,0,0.0,0.0,7 days 06:09:28,4
318,2020-08-14 19:59:59,0,0.0,0.0,7 days 06:19:28,4
319,2020-08-14 20:09:59,0,0.0,0.0,7 days 06:29:28,4
320,2020-08-14 20:19:59,0,0.0,0.0,7 days 06:39:28,4
321,2020-08-14 20:29:59,0,0.0,0.0,7 days 06:49:28,4
322,2020-08-14 20:39:59,0,0.0,0.0,7 days 06:59:28,4
323,2020-08-14 20:49:59,0,0.0,0.0,7 days 07:09:28,4
324,2020-08-14 20:59:59,0,0.0,0.0,7 days 07:19:28,4
325,2020-08-14 21:09:59,0,0.0,0.0,7 days 07:29:28,4
326,2020-08-14 21:19:59,0,0.0,0.0,7 days 07:39:28,4
327,2020-08-14 21:29:59,0,0.0,0.0,7 days 07:49:28,4
328,2020-08-14 21:39:59,0,0.0,0.0,7 days 07:59:28,4
329,2020-08-14 21:49:59,0,0.0,0.0,7 days 08:09:28,4
330,2020-08-14 21:59:59,0,0.0,0.0,7 days 08:19:28,4
331,2020-08-14 22:09:59,0,0.0,0.0,7 days 08:29:28,4
332,2020-08-14 22:19:59,0,0.0,0.0,7 days 08:39:28,4
333,2020-08-14 22:29:59,0,0.0,0.0,7 days 08:49:28,4
334,2020-08-14 22:39:59,0,0.0,0.0,7 days 08:59:28,4
335,2020-08-14 22:49:59,0,0.0,0.0,7 days 09:09:28,4
336,2020-08-14 22:59:59,0,0.0,0.0,7 days 09:19:28,4
337,2020-08-14 23:09:59,0,0.0,0.0,7 days 09:29:28,4
338,2020-08-14 23:19:59,0,0.0,0.0,7 days 09:39:28,4
339,2020-08-14 23:29:59,0,0.0,0.0,7 days 09:49:28,4
340,2020-08-14 23:39:59,0,0.0,0.0,7 days 09:59:28,4
341,2020-08-14 23:49:59,0,0.0,0.0,7 days 10:09:28,4
342,2020-08-14 23:59:59,0,0.0,0.0,7 days 10:19:28,4
343,2020-08-15 00:09:59,0,0.0,0.0,7 days 10:29:28,5
344,2020-08-15 00:19:59,0,0.0,0.0,7 days 10:39:28,5
345,2020-08-15 00:29:59,0,0.0,0.0,7 days 10:49:28,5
346,2020-08-15 00:39:59,0,0.0,0.0,7 days 10:59:28,5
347,2020-08-15 00:49:59,0,0.0,0.0,7 days 11:09:28,5
348,2020-08-15 00:59:59,0,0.0,0.0,7 days 11:19:28,5
349,2020-08-15 01:09:59,0,0.0,0.0,7 days 11:29:28,5
350,2020-08-15 01:19:59,0,0.0,0.0,7 days 11:39:28,5
351,2020-08-15 01:29:59,0,0.0,0.0,7 days 11:49:28,5
352,2020-08-15 01:39:59,0,0.0,0.0,7 days 11:59:28,5
353,2020-08-15 01:49:59,0,0.0,0.0,7 days 12:09:28,5
354,2020-08-15 01:59:59,0,0.0,0.0,7 days 12:19:28,5
355,2020-08-15 02:09:59,0,0.0,0.0,7 days 12:29:28,5
356,2020-08-15 02:19:59,0,0.0,0.0,7 days 12:39:28,5
357,2020-08-15 02:29:59,0,0.0,0.0,7 days 12:49:28,5
358,2020-08-15 02:39:59,0,0.0,0.0,7 days 12:59:28,5
359,2020-08-15 02:49:59,0,0.0,0.0,7 days 13:09:28,5
360,2020-08-15 02:59:59,0,0.0,0.0,7 days 13:19:28,5
361,2020-08-15 03:09:59,0,0.0,0.0,7 days 13:29:28,5
362,2020-08-15 03:19:59,0,0.0,0.0,7 days 13:39:28,5
363,2020-08-15 03:29:59,0,0.0,0.0,7 days 13:49:28,5
364,2020-08-15 03:39:59,0,0.0,0.0,7 days 13:59:28,5
365,2020-08-15 03:49:59,0,0.0,0.0,7 days 14:09:28,5
366,2020-08-15 03:59:59,0,0.0,0.0,7 days 14:19:28,5
367,2020-08-15 04:09:59,0,0.0,0.0,7 days 14:29:28,5
368,2020-08-15 04:19:59,0,0.0,0.0,7 days 14:39:28,5
369,2020-08-15 04:29:59,0,0.0,0.0,7 days 14:49:28,5
370,2020-08-15 04:39:59,0,0.0,0.0,7 days 14:59:28,5
